"","comname","variable","year","decade","percentiles","measurement"
"1840","Alewife","lat",1973,1970,"95%",42.205972
"1841","Alewife","lat",1974,1970,"5%",40.133333
"1842","Alewife","lat",1974,1970,"25%",40.533333
"1843","Alewife","lat",1974,1970,"50%",40.6
"1844","Alewife","lat",1974,1970,"75%",40.983333
"1845","Alewife","lat",1974,1970,"95%",41.05
"1846","Alewife","lat",1975,1970,"5%",38.816667
"1847","Alewife","lat",1975,1970,"25%",40.616667
"1848","Alewife","lat",1975,1970,"50%",41.466667
"1849","Alewife","lat",1975,1970,"75%",42.377307226925
"1850","Alewife","lat",1975,1970,"95%",43.666667
"1851","Alewife","lat",1976,1970,"5%",39.916667
"1852","Alewife","lat",1976,1970,"25%",40.216667
"1853","Alewife","lat",1976,1970,"50%",40.454487
"1854","Alewife","lat",1976,1970,"75%",42.3439098782
"1855","Alewife","lat",1976,1970,"95%",44.233333
"1856","Alewife","lat",1977,1970,"5%",39.16772680212
"1857","Alewife","lat",1977,1970,"25%",40.1510599894
"1858","Alewife","lat",1977,1970,"50%",40.35
"1859","Alewife","lat",1977,1970,"75%",40.5865130636
"1860","Alewife","lat",1977,1970,"95%",43.39534724028
"1861","Alewife","lat",1978,1970,"5%",39.216667
"1862","Alewife","lat",1978,1970,"25%",39.716667
"1863","Alewife","lat",1978,1970,"50%",40.05
"1864","Alewife","lat",1978,1970,"75%",41.71605970985
"1865","Alewife","lat",1978,1970,"95%",43.93837593419
"1866","Alewife","lat",1979,1970,"5%",36.6
"1867","Alewife","lat",1979,1970,"25%",40.05
"1868","Alewife","lat",1979,1970,"50%",40.1711034892
"1869","Alewife","lat",1979,1970,"75%",41.766667
"1870","Alewife","lat",1979,1970,"95%",43.39214807052
"1871","Alewife","lat",1980,1980,"5%",38.55
"1872","Alewife","lat",1980,1980,"25%",38.766667
"1873","Alewife","lat",1980,1980,"50%",40.216667
"1874","Alewife","lat",1980,1980,"75%",41.033333
"1875","Alewife","lat",1980,1980,"95%",42.333333
"1876","Alewife","lat",1981,1980,"5%",38.683333
"1877","Alewife","lat",1981,1980,"25%",39.65
"1878","Alewife","lat",1981,1980,"50%",39.783333
"1879","Alewife","lat",1981,1980,"75%",40.3
"1880","Alewife","lat",1981,1980,"95%",43.3968140815501
"1881","Alewife","lat",1982,1980,"5%",38.58318986724
"1882","Alewife","lat",1982,1980,"25%",39.816667
"1883","Alewife","lat",1982,1980,"50%",40.4
"1884","Alewife","lat",1982,1980,"75%",40.507688
"1885","Alewife","lat",1982,1980,"95%",43.078366
"1886","Alewife","lat",1983,1980,"5%",38.433333
"1887","Alewife","lat",1983,1980,"25%",38.433333
"1888","Alewife","lat",1983,1980,"50%",40.5
"1889","Alewife","lat",1983,1980,"75%",41.033333
"1890","Alewife","lat",1983,1980,"95%",43.789519
"1891","Alewife","lat",1984,1980,"5%",38.366667
"1892","Alewife","lat",1984,1980,"25%",38.366667
"1893","Alewife","lat",1984,1980,"50%",38.633333
"1894","Alewife","lat",1984,1980,"75%",40.533333
"1895","Alewife","lat",1984,1980,"95%",43.733333
"1896","Alewife","lat",1985,1980,"5%",39.866667
"1897","Alewife","lat",1985,1980,"25%",39.866667
"1898","Alewife","lat",1985,1980,"50%",41.883333
"1899","Alewife","lat",1985,1980,"75%",42.2
"1900","Alewife","lat",1985,1980,"95%",43.25313625
"1901","Alewife","lat",1986,1980,"5%",39.266667
"1902","Alewife","lat",1986,1980,"25%",40.15
"1903","Alewife","lat",1986,1980,"50%",41.016667
"1904","Alewife","lat",1986,1980,"75%",42.383333
"1905","Alewife","lat",1986,1980,"95%",43.85780931381
"1906","Alewife","lat",1987,1980,"5%",37.75
"1907","Alewife","lat",1987,1980,"25%",40.06733865995
"1908","Alewife","lat",1987,1980,"50%",40.333333
"1909","Alewife","lat",1987,1980,"75%",42.3413930403
"1910","Alewife","lat",1987,1980,"95%",43.77843789219
"1911","Alewife","lat",1988,1980,"5%",37.033333
"1912","Alewife","lat",1988,1980,"25%",40.016667
"1913","Alewife","lat",1988,1980,"50%",41.2233717333
"1914","Alewife","lat",1988,1980,"75%",42.98666890005
"1915","Alewife","lat",1988,1980,"95%",44.066667
"1916","Alewife","lat",1989,1980,"5%",39.094567
"1917","Alewife","lat",1989,1980,"25%",40.3286563801
"1918","Alewife","lat",1989,1980,"50%",40.502637
"1919","Alewife","lat",1989,1980,"75%",42.183333
"1920","Alewife","lat",1989,1980,"95%",43.95444775562
"1921","Alewife","lat",1990,1990,"5%",39.99997533358
"1922","Alewife","lat",1990,1990,"25%",40.433333
"1923","Alewife","lat",1990,1990,"50%",42.2
"1924","Alewife","lat",1990,1990,"75%",43.566667
"1925","Alewife","lat",1990,1990,"95%",44.19154933099
"1926","Alewife","lat",1991,1990,"5%",39.50918742269
"1927","Alewife","lat",1991,1990,"25%",40.2
"1928","Alewife","lat",1991,1990,"50%",40.216667
"1929","Alewife","lat",1991,1990,"75%",40.2992983193
"1930","Alewife","lat",1991,1990,"95%",43.4782229377801
"1931","Alewife","lat",1992,1990,"5%",39.9
"1932","Alewife","lat",1992,1990,"25%",40.316667
"1933","Alewife","lat",1992,1990,"50%",40.3200636327
"1934","Alewife","lat",1992,1990,"75%",41.766667
"1935","Alewife","lat",1992,1990,"95%",43.766028
"1936","Alewife","lat",1993,1990,"5%",38.75385293593
"1937","Alewife","lat",1993,1990,"25%",39.016667
"1938","Alewife","lat",1993,1990,"50%",40.116667
"1939","Alewife","lat",1993,1990,"75%",41.808425
"1940","Alewife","lat",1993,1990,"95%",44.1507335
"1941","Alewife","lat",1994,1990,"5%",40.183333
"1942","Alewife","lat",1994,1990,"25%",40.3493395
"1943","Alewife","lat",1994,1990,"50%",40.416667
"1944","Alewife","lat",1994,1990,"75%",42.166667
"1945","Alewife","lat",1994,1990,"95%",43.9424665
"1946","Alewife","lat",1995,1990,"5%",40.016667
"1947","Alewife","lat",1995,1990,"25%",40.316667
"1948","Alewife","lat",1995,1990,"50%",41.233333
"1949","Alewife","lat",1995,1990,"75%",42.6625825
"1950","Alewife","lat",1995,1990,"95%",43.883333
"1951","Alewife","lat",1996,1990,"5%",39.083333
"1952","Alewife","lat",1996,1990,"25%",40.216667
"1953","Alewife","lat",1996,1990,"50%",40.333333
"1954","Alewife","lat",1996,1990,"75%",41.766667
"1955","Alewife","lat",1996,1990,"95%",43.626406974715
"1956","Alewife","lat",1997,1990,"5%",40.2
"1957","Alewife","lat",1997,1990,"25%",40.45
"1958","Alewife","lat",1997,1990,"50%",40.45
"1959","Alewife","lat",1997,1990,"75%",41
"1960","Alewife","lat",1997,1990,"95%",43.32495025
"1961","Alewife","lat",1998,1990,"5%",39.6
"1962","Alewife","lat",1998,1990,"25%",40.36958729985
"1963","Alewife","lat",1998,1990,"50%",41.816667
"1964","Alewife","lat",1998,1990,"75%",42.72542789955
"1965","Alewife","lat",1998,1990,"95%",44.3
"1966","Alewife","lat",1999,1990,"5%",39.860833
"1967","Alewife","lat",1999,1990,"25%",40.309833
"1968","Alewife","lat",1999,1990,"50%",40.352333
"1969","Alewife","lat",1999,1990,"75%",40.8426923749999
"1970","Alewife","lat",1999,1990,"95%",43.788509357785
"1971","Alewife","lat",2000,2000,"5%",40.0195
"1972","Alewife","lat",2000,2000,"25%",41.439866512425
"1973","Alewife","lat",2000,2000,"50%",42.52253390015
"1974","Alewife","lat",2000,2000,"75%",43.6015
"1975","Alewife","lat",2000,2000,"95%",44.254667
"1976","Alewife","lat",2001,2000,"5%",39.8802883639
"1977","Alewife","lat",2001,2000,"25%",40.393257
"1978","Alewife","lat",2001,2000,"50%",41.396518
"1979","Alewife","lat",2001,2000,"75%",41.896507
"1980","Alewife","lat",2001,2000,"95%",43.200283
"1981","Alewife","lat",2002,2000,"5%",39.97699647415
"1982","Alewife","lat",2002,2000,"25%",41.27900874575
"1983","Alewife","lat",2002,2000,"50%",42.127167
"1984","Alewife","lat",2002,2000,"75%",43.884333
"1985","Alewife","lat",2002,2000,"95%",44.234
"1986","Alewife","lat",2003,2000,"5%",38.683995
"1987","Alewife","lat",2003,2000,"25%",40.314797
"1988","Alewife","lat",2003,2000,"50%",41.351703
"1989","Alewife","lat",2003,2000,"75%",43.13869404824
"1990","Alewife","lat",2003,2000,"95%",43.967333
"1991","Alewife","lat",2004,2000,"5%",39.9390157508
"1992","Alewife","lat",2004,2000,"25%",40.019550746
"1993","Alewife","lat",2004,2000,"50%",41.11834796
"1994","Alewife","lat",2004,2000,"75%",43.14419294
"1995","Alewife","lat",2004,2000,"95%",43.927917
"1996","Alewife","lat",2005,2000,"5%",37.408283
"1997","Alewife","lat",2005,2000,"25%",39.439327
"1998","Alewife","lat",2005,2000,"50%",41.9171866865
"1999","Alewife","lat",2005,2000,"75%",43.49134466625
"2000","Alewife","lat",2005,2000,"95%",44.17044524095
"2001","Alewife","lat",2006,2000,"5%",39.9771
"2002","Alewife","lat",2006,2000,"25%",42.034401124
"2003","Alewife","lat",2006,2000,"50%",43.436383
"2004","Alewife","lat",2006,2000,"75%",43.811872028
"2005","Alewife","lat",2006,2000,"95%",44.180137
"2006","Alewife","lat",2007,2000,"5%",40.125118
"2007","Alewife","lat",2007,2000,"25%",40.511218
"2008","Alewife","lat",2007,2000,"50%",41.971742
"2009","Alewife","lat",2007,2000,"75%",43.270687
"2010","Alewife","lat",2007,2000,"95%",44.059327
"2011","Alewife","lat",2008,2000,"5%",39.897967
"2012","Alewife","lat",2008,2000,"25%",40.9767612
"2013","Alewife","lat",2008,2000,"50%",42.64038033
"2014","Alewife","lat",2008,2000,"75%",43.172645
"2015","Alewife","lat",2008,2000,"95%",43.945053
"2016","Alewife","lat",2009,2000,"5%",39.9777270007727
"2017","Alewife","lat",2009,2000,"25%",41.682022
"2018","Alewife","lat",2009,2000,"50%",41.682022
"2019","Alewife","lat",2009,2000,"75%",42.3382141884091
"2020","Alewife","lat",2009,2000,"95%",43.8748205013182
"2021","Alewife","lat",2010,2010,"5%",40.0868826659091
"2022","Alewife","lat",2010,2010,"25%",42.1899
"2023","Alewife","lat",2010,2010,"50%",43.4698858409091
"2024","Alewife","lat",2010,2010,"75%",43.65719
"2025","Alewife","lat",2010,2010,"95%",43.862812
"2026","Alewife","lat",2011,2010,"5%",40.0355334488182
"2027","Alewife","lat",2011,2010,"25%",41.530845435
"2028","Alewife","lat",2011,2010,"50%",42.985607
"2029","Alewife","lat",2011,2010,"75%",43.515605
"2030","Alewife","lat",2011,2010,"95%",44.066628
"2031","Alewife","lat",2012,2010,"5%",41.5464976139545
"2032","Alewife","lat",2012,2010,"25%",42.407342
"2033","Alewife","lat",2012,2010,"50%",42.8252766236364
"2034","Alewife","lat",2012,2010,"75%",43.3999454604545
"2035","Alewife","lat",2012,2010,"95%",44.169785
"2036","Alewife","lat",2013,2010,"5%",40.766230195
"2037","Alewife","lat",2013,2010,"25%",42.305568
"2038","Alewife","lat",2013,2010,"50%",43.049897
"2039","Alewife","lat",2013,2010,"75%",43.866925
"2040","Alewife","lat",2013,2010,"95%",44.250108
"2041","Alewife","lat",2014,2010,"5%",39.689
"2042","Alewife","lat",2014,2010,"25%",42.3108103804545
"2043","Alewife","lat",2014,2010,"50%",43.166812
"2044","Alewife","lat",2014,2010,"75%",43.53739
"2045","Alewife","lat",2014,2010,"95%",44.01206
"2046","Alewife","lat",2015,2010,"5%",40.1619208011364
"2047","Alewife","lat",2015,2010,"25%",41.872898
"2048","Alewife","lat",2015,2010,"50%",42.67542825
"2049","Alewife","lat",2015,2010,"75%",43.7823517840909
"2050","Alewife","lat",2015,2010,"95%",44.167882
"2051","Alewife","lat",2016,2010,"5%",40.161635
"2052","Alewife","lat",2016,2010,"25%",42.1105718781818
"2053","Alewife","lat",2016,2010,"50%",42.961495
"2054","Alewife","lat",2016,2010,"75%",43.65826
"2055","Alewife","lat",2016,2010,"95%",44.269017
"2056","Alewife","lat",2018,2010,"5%",40.323888
"2057","Alewife","lat",2018,2010,"25%",41.538393
"2058","Alewife","lat",2018,2010,"50%",42.161475
"2059","Alewife","lat",2018,2010,"75%",43.050857
"2060","Alewife","lat",2018,2010,"95%",43.574175
"2061","Alewife","lat",2019,2010,"5%",40.47699
"2062","Alewife","lat",2019,2010,"25%",41.77978
"2063","Alewife","lat",2019,2010,"50%",42.248
"2064","Alewife","lat",2019,2010,"75%",43.032667
"2065","Alewife","lat",2019,2010,"95%",43.827597
"2066","Alewife","lat",2021,2020,"5%",41.5445
"2067","Alewife","lat",2021,2020,"25%",41.65851342
"2068","Alewife","lat",2021,2020,"50%",42.39919342
"2069","Alewife","lat",2021,2020,"75%",43.310833
"2070","Alewife","lat",2021,2020,"95%",44.253
"2071","Alewife","lat",2022,2020,"5%",41.5615
"2072","Alewife","lat",2022,2020,"25%",41.580667
"2073","Alewife","lat",2022,2020,"50%",42.355833
"2074","Alewife","lat",2022,2020,"75%",42.909833
"2075","Alewife","lat",2022,2020,"95%",43.943
"2076","Alewife","lat",2023,2020,"5%",41.432167
"2077","Alewife","lat",2023,2020,"25%",42.293833
"2078","Alewife","lat",2023,2020,"50%",42.403037
"2079","Alewife","lat",2023,2020,"75%",43.876667
"2080","Alewife","lat",2023,2020,"95%",44.196
"2081","Alewife","lon",1970,1970,"5%",-72.35
"2082","Alewife","lon",1970,1970,"25%",-72.35
"2083","Alewife","lon",1970,1970,"50%",-72.25
"2084","Alewife","lon",1970,1970,"75%",-72.25
"2085","Alewife","lon",1970,1970,"95%",-68.766667
"2086","Alewife","lon",1971,1970,"5%",-73.921715343435
"2087","Alewife","lon",1971,1970,"25%",-71.833333
"2088","Alewife","lon",1971,1970,"50%",-69.8212095
"2089","Alewife","lon",1971,1970,"75%",-69.333333
"2090","Alewife","lon",1971,1970,"95%",-67.816667
"2091","Alewife","lon",1972,1970,"5%",-73.105291
"2092","Alewife","lon",1972,1970,"25%",-72.0432400676
"2093","Alewife","lon",1972,1970,"50%",-71.15
"2094","Alewife","lon",1972,1970,"75%",-68.416667
"2095","Alewife","lon",1972,1970,"95%",-67.189067
"2096","Alewife","lon",1973,1970,"5%",-74.283333
"2097","Alewife","lon",1973,1970,"25%",-72.4
"2098","Alewife","lon",1973,1970,"50%",-71.383333
"2099","Alewife","lon",1973,1970,"75%",-70.883333
"2100","Alewife","lon",1973,1970,"95%",-67.866667
"2101","Alewife","lon",1974,1970,"5%",-73.333333
"2102","Alewife","lon",1974,1970,"25%",-72.183333
"2103","Alewife","lon",1974,1970,"50%",-71.666667
"2104","Alewife","lon",1974,1970,"75%",-71.666667
"2105","Alewife","lon",1974,1970,"95%",-69.8000343691451
"2106","Alewife","lon",1975,1970,"5%",-74.233333
"2107","Alewife","lon",1975,1970,"25%",-71.433333
"2108","Alewife","lon",1975,1970,"50%",-70.38782068205
"2109","Alewife","lon",1975,1970,"75%",-68.936345976925
"2110","Alewife","lon",1975,1970,"95%",-66.9
"2111","Alewife","lon",1976,1970,"5%",-72.85593
"2112","Alewife","lon",1976,1970,"25%",-72.483333
"2113","Alewife","lon",1976,1970,"50%",-71.216667
"2114","Alewife","lon",1976,1970,"75%",-67.9780448782
"2115","Alewife","lon",1976,1970,"95%",-66.95
"2116","Alewife","lon",1977,1970,"5%",-72.99581880212
"2117","Alewife","lon",1977,1970,"25%",-71.4494699894
"2118","Alewife","lon",1977,1970,"50%",-70.583333
"2119","Alewife","lon",1977,1970,"75%",-69.4055369682
"2120","Alewife","lon",1977,1970,"95%",-67.58993024028
"2121","Alewife","lon",1978,1970,"5%",-73.216667
"2122","Alewife","lon",1978,1970,"25%",-72.283333
"2123","Alewife","lon",1978,1970,"50%",-71.487652
"2124","Alewife","lon",1978,1970,"75%",-69.6
"2125","Alewife","lon",1978,1970,"95%",-68
"2126","Alewife","lon",1979,1970,"5%",-75.116667
"2127","Alewife","lon",1979,1970,"25%",-72.1
"2128","Alewife","lon",1979,1970,"50%",-71.533333
"2129","Alewife","lon",1979,1970,"75%",-69.85
"2130","Alewife","lon",1979,1970,"95%",-67.911378
"2131","Alewife","lon",1980,1980,"5%",-73.95
"2132","Alewife","lon",1980,1980,"25%",-73.433333
"2133","Alewife","lon",1980,1980,"50%",-71.416667
"2134","Alewife","lon",1980,1980,"75%",-70.566667
"2135","Alewife","lon",1980,1980,"95%",-69.433333
"2136","Alewife","lon",1981,1980,"5%",-73.516667
"2137","Alewife","lon",1981,1980,"25%",-72.5
"2138","Alewife","lon",1981,1980,"50%",-72.316667
"2139","Alewife","lon",1981,1980,"75%",-71.183333
"2140","Alewife","lon",1981,1980,"95%",-68.55
"2141","Alewife","lon",1982,1980,"5%",-74.06002856638
"2142","Alewife","lon",1982,1980,"25%",-72.95
"2143","Alewife","lon",1982,1980,"50%",-71.733333
"2144","Alewife","lon",1982,1980,"75%",-70.45
"2145","Alewife","lon",1982,1980,"95%",-68.15047947756
"2146","Alewife","lon",1983,1980,"5%",-74.466667
"2147","Alewife","lon",1983,1980,"25%",-74.466667
"2148","Alewife","lon",1983,1980,"50%",-71.166667
"2149","Alewife","lon",1983,1980,"75%",-69.583333
"2150","Alewife","lon",1983,1980,"95%",-66.966667
"2151","Alewife","lon",1984,1980,"5%",-74.733333
"2152","Alewife","lon",1984,1980,"25%",-74.65
"2153","Alewife","lon",1984,1980,"50%",-74.65
"2154","Alewife","lon",1984,1980,"75%",-71.1223900502
"2155","Alewife","lon",1984,1980,"95%",-67.966667
"2156","Alewife","lon",1985,1980,"5%",-73.233333
"2157","Alewife","lon",1985,1980,"25%",-73.233333
"2158","Alewife","lon",1985,1980,"50%",-70.4
"2159","Alewife","lon",1985,1980,"75%",-70.396698316825
"2160","Alewife","lon",1985,1980,"95%",-66.916667
"2161","Alewife","lon",1986,1980,"5%",-73.783333
"2162","Alewife","lon",1986,1980,"25%",-72.46197997005
"2163","Alewife","lon",1986,1980,"50%",-70.6196618802
"2164","Alewife","lon",1986,1980,"75%",-68.68782558985
"2165","Alewife","lon",1986,1980,"95%",-66.916667
"2166","Alewife","lon",1987,1980,"5%",-75.116667
"2167","Alewife","lon",1987,1980,"25%",-72.683333
"2168","Alewife","lon",1987,1980,"50%",-70.9079353199
"2169","Alewife","lon",1987,1980,"75%",-68.40659197985
"2170","Alewife","lon",1987,1980,"95%",-67.183333
"2171","Alewife","lon",1988,1980,"5%",-75.35
"2172","Alewife","lon",1988,1980,"25%",-72.233333
"2173","Alewife","lon",1988,1980,"50%",-69.9966347333
"2174","Alewife","lon",1988,1980,"75%",-68.4
"2175","Alewife","lon",1988,1980,"95%",-67.43931099327
"2176","Alewife","lon",1989,1980,"5%",-74.117881
